agent_level,title,dob,gender,marital_status,date_joined,status,substatus,termination_date,city_name,cluster_code,agent_code,supervisor_code,zone_code,region_code,designation
L3,Mr.,1969/11/01,Male,Married,2019/03/28,TERMINATED,RESIGNED APPROVED,2020/05/21,Hasalaka,LA01002,AG104717,AG107398,ZONE105,RA233,Team Leader
L2,Ms.,1987/07/01,Female,,2019/07/26,TERMINATED,AUTOTERMINATED,2019/12/23,Elpitiya,LA01002,AG108439,AG105151,ZONE114,RA257,Advisor
L2,Mr.,1999/11/01,Male,Single,2019/08/27,TERMINATED,AUTOTERMINATED,2020/10/15,Badulla,LA01002,AG108023,AG107398,ZONE105,RA233,Advisor
L2,Mr.,1996/06/01,Male,Single,2019/09/20,TERMINATED,RESIGNED UNAPPROVED,2019/12/09,Kotapola,LA01002,AG108927,AG101540,ZONE111,RA278,Advisor
L2,Mr.,1981/02/01,Male,Married,2019/10/29,TERMINATED,RESIGNED UNAPPROVED,2020/02/26,Tangalla,LA01002,AG106918,AG104550,ZONE111,RA228,Advisor
L2,Ms.,2000/04/01,Female,Single,2019/11/29,INFORCED,ACTIVE,,Uhana,LA01002,AG105335,AG105101,ZONE105,RA236,Advisor
L2,Mr.,1968/10/01,Male,Married,2020/05/28,INFORCED,ACTIVE,,Mirigama,LA01001,AG108396,AG101204,ZONE106,RA203,Advisor
L3,Mr.,1988/02/01,Male,Married,2020/06/22,INFORCED,ACTIVE,,Kandy,LA01001,AG108673,AG100804,ZONE103,RA218,Team Leader
L5,Mr.,1973/01/01,Male,Married,2020/06/30,INFORCED,ACTIVE,,Ratnapura,LA01002,AG102024,AG101697,ZONE114,RA261,Trainee Regional Sales Manager
L2,Mr.,1994/01/01,Male,Single,2020/06/30,INFORCED,ACTIVE,,Imbulgoda,LA01001,AG100490,AG105972,ZONE106,RA224,Advisor
L2,Mr.,1991/03/01,Male,Single,2020/09/21,TERMINATED,RESIGNED UNAPPROVED,2021/01/29,Udugama,LA01002,AG100063,AG108669,ZONE111,RA240,Advisor
L2,Mr.,1984/12/01,Male,Married,2020/10/29,INFORCED,ACTIVE,,Ganemulla,LA01001,AG103383,AG101834,ZONE106,RA224,Advisor
L2,Ms.,1989/09/01,Female,,2018/02/08,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,Advisor
L2,Ms.,1990/11/01,Female,Single,2018/08/20,TERMINATED,RESIGNED APPROVED,2019/07/31,Pannala,LB01001,,,,,Advisor
L2,Ms.,1994/10/01,Female,Single,2021/01/11,INFORCED,ACTIVE,,Kakkapalliya,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mr.,1977/06/01,Male,,2014/10/31,INFORCED,ACTIVE,,Allaipiddi,LA01001,,,,,
L1,Mr.,1987/12/01,Male,,2014/12/31,INFORCED,ACTIVE,,Colombo 03,LA01001,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/23,Thihagoda,LA01002,,,,,
L1,Mr.,,,,2020/11/25,TERMINATED,AUTOTERMINATED,2021/01/12,HINGURAKGODA,LA01006,,,,,
L2,Mr.,1991/08/01,Male,Single,2019/03/25,TERMINATED,RESIGNED APPROVED,2019/06/28,Galle,LB02001,,,,,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2019/02/28,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L2,Mr.,1950/02/01,Male,,2009/03/16,INFORCED,ACTIVE,,Kotugoda,LA01001,AG107651,AG108304,ZONE106,RA203,Advisor
L2,Mr.,1991/07/01,Male,,2010/09/30,INFORCED,ACTIVE,,Colombo 10,LA01001,AG105816,AG103862,ZONE110,RA248,Advisor
L2,Mr.,1990/03/01,Male,,2011/11/21,INFORCED,ACTIVE,,Niyadurupola,LA01001,AG101375,AG106387,ZONE103,RA267,Advisor
L2,Ms.,1984/05/01,Female,,2012/08/15,INFORCED,ACTIVE,,Anuradhapura,LA01006,AG104336,AG101407,ZONE102,RA256,Advisor
L2,Mrs.,1968/07/01,Female,,2012/10/02,INFORCED,ACTIVE,,Polonnaruwa,LA01006,AG100848,AG104052,ZONE102,RA271,Advisor
L2,Mrs.,1971/08/01,Female,,2013/07/10,INFORCED,ACTIVE,,Uhana,LA01002,AG100891,AG105097,ZONE105,RA236,Advisor
L2,Mr.,1973/12/01,Male,,2014/05/21,INFORCED,ACTIVE,,Karandeniya,LA01002,AG106450,AG106034,ZONE111,RA240,Advisor
L2,Ms.,1994/05/01,Female,,2015/08/27,INFORCED,ACTIVE,,Beruwala,LA01001,AG106911,AG105862,ZONE110,RA248,Advisor
L2,Mr.,1976/01/01,Male,,2015/12/28,INFORCED,ACTIVE,,Kurunegala,LA01001,AG106116,AG101364,ZONE103,RA239,Advisor
L2,Mr.,1980/09/01,Male,,2017/05/30,SUSPENDED,SUSPENDED GENERAL,,Deraniyagala,LA01002,AG103740,AG102965,ZONE114,RA261,Advisor
L2,Mr.,1963/07/01,Male,,2017/07/09,TERMINATED,AUTOTERMINATED,2019/03/31,Panadura,LA01002,AG106721,AG101697,ZONE109,RA254,Advisor
L2,Mrs.,1984/03/01,Female,,2018/02/07,INFORCED,ACTIVE,,Colombo 03,LA01001,AG108261,AG103919,ZONE106,RA229,Advisor
L2,Mr.,1983/03/01,Male,,2017/10/25,TERMINATED,AUTOTERMINATED,2018/10/31,Colombo 03,LA01002,AG108576,AG101697,ZONE111,RA266,Advisor
L2,Mr.,1993/02/01,Male,,2018/03/19,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG106718,AG103779,ZONE104,RA243,Advisor
L2,Mr.,1994/04/01,Male,,2018/04/11,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01003,AG100058,AG100285,ZONE103,RA297,Advisor
L2,Mr.,2016/10/01,Male,,2018/05/10,TERMINATED,RESIGNED UNAPPROVED,2019/01/23,Colombo 03,LA01001,AG100909,AG105466,ZONE110,RA246,Advisor
L2,Mr.,1994/03/01,Male,Single,2018/09/13,TERMINATED,RESIGNED APPROVED,2019/07/22,Ambatenna,LA01001,AG107753,AG109071,ZONE103,RA239,Advisor
L2,Mrs.,1966/03/01,Female,Married,2018/10/29,TERMINATED,RESIGNED UNAPPROVED,2020/09/22,Meetiyagoda,LA01002,AG108426,AG105183,ZONE109,RA227,Advisor
L2,Ms.,1999/12/01,Female,Single,2018/10/29,TERMINATED,AUTOTERMINATED,2019/03/31,Kandy,LA01001,AG108738,AG100993,ZONE115,RA222,Advisor
L3,Mr.,1981/02/01,Male,Married,2018/11/29,TERMINATED,RESIGNED APPROVED,2019/09/26,Nikaweratiya,LA01002,AG105512,AG101697,ZONE113,RA234,Team Leader
L2,Ms.,1992/02/01,Female,Single,2019/03/26,TERMINATED,RESIGNED UNAPPROVED,2020/09/14,Denagama,LA01002,AG100166,AG106951,ZONE111,RA207,Advisor
L3,Mr.,1982/03/01,Male,Married,2019/03/26,SUSPENDED,SUSPENDED GENERAL,,Tissamaharama,LA01002,AG104981,AG101697,ZONE111,RA228,Team Leader
L2,Mr.,1977/04/01,Male,Married,2019/05/30,TERMINATED,RESIGNED UNAPPROVED,2020/09/22,Ja-Ela,LA01001,AG104587,AG106508,ZONE106,RA203,Advisor
L2,Mr.,1969/04/01,Male,Married,2019/08/29,INFORCED,ACTIVE,,Udugama,LA01002,AG102544,AG100961,ZONE111,RA230,Advisor
L2,Ms.,1992/11/01,Female,Single,2020/01/17,TERMINATED,RESIGNED UNAPPROVED,2020/07/23,Kahaduwa,LA01002,AG100679,AG102386,ZONE111,RA223,Advisor
L2,Mr.,1984/03/01,Male,Single,2020/01/27,TERMINATED,RESIGNED APPROVED,2020/06/10,Homagama,LA01001,AG106606,AG103286,ZONE110,RA281,Advisor
L2,Ms.,2000/12/01,Female,Single,2020/03/04,TERMINATED,RESIGNED UNAPPROVED,2020/09/18,Bentota,LA01002,AG101640,AG100391,ZONE109,RA284,Advisor
L2,Mrs.,1976/12/01,Female,Married,2020/07/06,INFORCED,ACTIVE,,Galle,LA01002,AG107041,AG102534,ZONE111,RA230,Advisor
L2,Mrs.,1987/07/01,Female,Married,2020/09/10,INFORCED,ACTIVE,,Wennappuwa,LA01002,AG104390,AG107341,ZONE113,RA213,Advisor
L2,Ms.,1996/11/01,Female,Single,2020/09/25,TERMINATED,RESIGNED APPROVED,2021/01/18,Colombo 15,LA01001,AG101234,AG104950,ZONE110,RA248,Advisor
L2,Ms.,2000/06/01,Female,Single,2020/10/16,TERMINATED,RESIGNED UNAPPROVED,2021/01/18,Katana,LA01001,AG108204,AG106235,ZONE106,RA203,Advisor
L2,Mr.,1989/12/01,Male,Single,2021/02/24,INFORCED,ACTIVE,,Kandana,LA01001,AG101607,AG101834,ZONE106,RA224,Advisor
L2,Mr.,1982/09/01,Male,Single,2021/03/23,INFORCED,ACTIVE,,Jaffna,LA01004,,,,,Advisor
L1,,,,,2020/10/29,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB07001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L2,Ms.,1986/05/01,Female,,2010/12/16,TERMINATED,RESIGNED APPROVED,2019/04/30,Akkarayankulam,LB01001,,,,,Advisor
L2,Ms.,1991/05/01,Female,Single,2020/01/13,TERMINATED,RESIGNED APPROVED,2020/07/30,Pitabeddara,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mr.,1999/01/01,Male,,1988/02/15,INFORCED,ACTIVE,,Pita Kotte,LC01001,,,,,
L1,Mr.,1999/01/01,Male,,1991/08/20,INFORCED,ACTIVE,,Colombo 10,LC01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1989/02/01,Male,,2020/11/12,TERMINATED,AUTOTERMINATED,2020/12/23,80230,LA01002,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/10,MAKANDURA,LA01002,,,,,
L1,Mr.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/10,HAKMANA,LA01002,,,,,
L1,Mr.,,,,2020/11/28,INFORCED,ACTIVE,,Talawa,LA01006,,,,,
L2,Ms.,1994/04/01,Female,,2017/02/01,INFORCED,ACTIVE,,Weligama,LB02001,,,,,Advisor
L1,,,,,2001/12/14,TERMINATED,TERMINATED BY SFA,2020/08/20,Colombo 03,LA01003,,,,,
L1,,,,,2019/02/28,TERMINATED,AUTOTERMINATED,2020/01/14,Colombo 03,LA01005,,,,,
L2,Ms.,1996/04/01,Female,Single,2018/08/20,TERMINATED,RESIGNED APPROVED,2019/01/07,Sandilipay,LB05001,,,,,Advisor
L2,Ms.,1990/12/01,Female,,2015/06/25,TERMINATED,AUTOTERMINATED,2019/07/25,Wattegama,LA01001,AG100722,AG106362,ZONE115,RA222,Advisor
L2,Ms.,1976/10/01,Female,,2015/10/26,INFORCED,ACTIVE,,Bandarawela,LA01001,AG104193,AG108376,ZONE115,RA288,Advisor
L2,Mr.,1985/09/01,Male,,2016/06/01,SUSPENDED,SUSPENDED GENERAL,,Batticaloa,LA01004,AG105769,AG100409,ZONE107,RA231,Advisor
L2,Mr.,1976/08/01,Male,,2016/05/03,TERMINATED,AUTOTERMINATED,2019/07/19,Akkarayankulam,LA01004,AG104739,AG107640,ZONE101,RA253,Advisor
L2,Ms.,1991/01/01,Female,,2016/11/09,TERMINATED,AUTOTERMINATED,2019/11/25,Hingurakgoda,LA01006,AG103861,AG104052,ZONE102,RA271,Advisor
L2,Mrs.,1975/11/01,Female,,2017/02/06,INFORCED,ACTIVE,,Dankanda,LA01001,AG106490,AG108234,ZONE115,RA260,Advisor
L2,Mrs.,1981/05/01,Female,Married,2018/09/28,TERMINATED,AUTOTERMINATED,2019/08/16,Ja-Ela,LA01001,AG101502,AG108449,ZONE106,RA224,Advisor
L2,Mr.,1991/12/01,Male,Single,2018/12/19,TERMINATED,TERMINATED BY SFA,2019/05/22,Piliyandala,LA01002,AG101855,AG108431,ZONE114,RA257,Advisor
L2,Mr.,1975/11/01,Male,Married,2019/01/28,TERMINATED,AUTOTERMINATED,2019/07/25,Baddegama,LA01002,AG100056,AG108669,ZONE111,RA240,Advisor
L3,Mr.,1976/08/01,Male,Married,2019/05/06,TERMINATED,RESIGNED APPROVED,2021/02/18,Nikaweratiya,LA01002,AG101062,AG101697,ZONE113,RA234,Team Leader
L2,Mr.,2001/07/01,Male,Single,2019/05/14,TERMINATED,AUTOTERMINATED,2019/10/16,Mannar,LA01004,AG108197,AG102482,ZONE101,RA265,Advisor
L3,Mrs.,1982/06/01,Female,Married,2019/09/25,TERMINATED,RESIGNED APPROVED,2020/03/11,Anuradhapura,LA01006,AG101671,AG102673,ZONE102,RA200,Team Leader
L2,Mrs.,1991/11/01,Female,Married,2019/11/13,TERMINATED,RESIGNED APPROVED,2020/07/14,Anuradhapura,LA01006,AG103686,AG106004,ZONE102,RA245,Advisor
L2,Ms.,1999/12/01,Female,Single,2019/11/25,TERMINATED,RESIGNED UNAPPROVED,2020/07/14,Vavuniya,LA01004,AG107244,AG102933,ZONE101,RA253,Advisor
L2,Mrs.,1993/02/01,Female,Married,2020/07/09,INFORCED,ACTIVE,,Galnewa,LA01006,AG106346,AG108465,ZONE102,RA200,Advisor
L2,Mr.,1998/05/01,Male,Single,2020/08/10,INFORCED,ACTIVE,,Nugegoda,LA01001,AG103266,AG100188,ZONE110,RA225,Advisor
L2,Mr.,2000/10/01,Male,Single,2020/08/27,TERMINATED,AUTOTERMINATED,2021/02/22,Panamura,LA01002,AG108831,AG101293,ZONE105,RA220,Advisor
L2,Mr.,1975/07/01,Male,Married,2020/09/25,INFORCED,ACTIVE,,Seeduwa,LA01001,AG103007,AG105484,ZONE104,RA243,Advisor
L2,Ms.,1992/04/01,Female,Married,2020/10/09,INFORCED,ACTIVE,,Ratnapura,LA01002,AG106558,AG106128,ZONE114,RA269,Advisor
L2,Ms.,1998/04/01,Female,Single,2021/01/15,INFORCED,ACTIVE,,Sooriyawewa,LA01002,AG101641,AG107045,ZONE111,RA228,Advisor
L3,Mr.,1982/05/01,Male,Married,2021/01/18,INFORCED,ACTIVE,,Mount Lavinia,LA01001,AG104380,AG102775,ZONE104,RA264,Team Leader
L2,Mr.,2000/07/01,Male,Married,2021/02/10,INFORCED,ACTIVE,,Anuradhapura,LA01006,AG101571,AG106314,ZONE102,RA245,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L2,Mr.,1993/11/01,Male,Single,2019/07/08,TERMINATED,RESIGNED APPROVED,2019/12/31,Elpitiya,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mrs.,1962/02/01,Female,,2015/02/23,INFORCED,ACTIVE,,Akkarayankulam,LA01004,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Ms.,1997/04/01,Female,,2020/11/09,TERMINATED,TERMINATED BY SFA,2021/02/05,Wattala,LA01001,,,,,
L1,Mr.,1980/03/01,Male,,2020/11/09,INFORCED,ACTIVE,,Maharagama,LA01001,,,,,
L1,Mr.,,,,2020/11/21,INFORCED,ACTIVE,,BERUWALA,LA01002,,,,,
L1,Ms.,,,,2021/01/04,TERMINATED,TERMINATED BY SFA,2021/01/29,Kegalle,LA01001,,,,,
L1,Ms.,,,,2021/01/17,TERMINATED,TERMINATED BY SFA,2021/02/16,MATTEGODA,LA01002,,,,,
L1,Ms.,,,,2021/01/29,INFORCED,ACTIVE,,NARAMMALA,LA01002,,,,,
L2,Ms.,1967/07/01,Female,,2012/07/18,TERMINATED,AUTOTERMINATED,2019/03/31,Ganegoda,LA01002,AG108880,AG102453,ZONE109,RA227,Advisor
L2,Mrs.,1970/09/01,Female,,2010/03/09,INFORCED,ACTIVE,,Malabe,LA01001,AG106265,AG107963,ZONE104,RA263,Advisor
L2,Ms.,1991/05/01,Female,,2014/07/28,INFORCED,ACTIVE,,Chilaw,LA01002,AG102422,AG106898,ZONE113,RA232,Advisor
L2,Mrs.,1965/01/01,Female,,2015/03/03,INFORCED,ACTIVE,,Hokandara,LA01001,AG109184,AG102383,ZONE104,RA263,Advisor
L2,Mrs.,1975/01/01,Female,,2016/08/04,TERMINATED,AUTOTERMINATED,2019/12/23,Watugedara,LA01002,AG100085,AG107475,ZONE109,RA227,Advisor
L2,Mr.,1985/05/01,Male,,2016/11/24,INFORCED,ACTIVE,,Allaipiddi,LA01004,AG103420,AG106348,ZONE101,RA215,Advisor
L2,Ms.,1995/08/01,Female,,2016/12/23,TERMINATED,RESIGNED APPROVED,2020/08/24,Mugunuwatawana,LA01002,AG101028,AG105126,ZONE113,RA232,Advisor
L2,Mr.,1970/06/01,Male,,2018/02/23,INFORCED,ACTIVE,,Colombo 03,LA01002,AG100572,AG107506,ZONE111,RA207,Advisor
L2,Mr.,1983/01/01,Male,,2018/01/19,TERMINATED,TERMINATED BY SFA,2020/05/18,Colombo 03,LA01002,AG102599,AG108906,ZONE111,RA228,Advisor
L2,Mr.,1982/03/01,Male,,2018/06/08,TERMINATED,RESIGNED UNAPPROVED,2019/04/08,Colombo 03,LA01004,AG105989,AG107912,ZONE107,RA231,Advisor
L2,Mr.,1991/06/01,Male,,2018/07/09,TERMINATED,RESIGNED UNAPPROVED,2018/12/13,Colombo 03,LA01004,AG106522,AG107702,ZONE101,RA251,Advisor
L2,Mr.,1973/09/01,Male,,2018/07/10,TERMINATED,RESIGNED UNAPPROVED,2018/10/11,Colombo 03,LA01001,AG107277,AG101121,ZONE106,RA238,Advisor
L2,Mrs.,1970/07/01,Female,Married,2018/08/14,TERMINATED,TERMINATED BY SFA,2019/03/12,Ambalantota,LA01005,AG102357,AG108762,ZONE100,RA289,Advisor
L2,Ms.,1993/05/01,Female,Married,2018/08/15,TERMINATED,AUTOTERMINATED,2019/03/31,Ambanpola,LA01002,AG102847,AG101767,ZONE113,RA232,Advisor
L2,Mr.,1997/09/01,Male,Single,2018/08/23,TERMINATED,AUTOTERMINATED,2019/07/22,Ambalantota,LA01002,AG107461,AG103098,ZONE111,RA228,Advisor
L2,Mr.,1970/08/01,Male,Married,2020/01/30,TERMINATED,RESIGNED APPROVED,2020/06/17,Kandana,LA01001,AG102651,AG102412,ZONE110,RA201,Advisor
L2,Mr.,2000/04/01,Male,Single,2020/03/04,TERMINATED,RESIGNED APPROVED,2020/07/16,Anuradhapura,LA01006,AG101859,AG100142,ZONE102,RA245,Advisor
L2,Mrs.,1986/02/01,Female,Married,2020/03/06,TERMINATED,RESIGNED UNAPPROVED,2020/07/20,Kochchikade,LA01001,AG107086,AG101811,ZONE106,RA203,Advisor
L7,Mr.,1977/04/01,Male,,2020/03/05,INFORCED,ACTIVE,,Ragama,LA01001,AG106691,AG101697,ZONE104,RA243,Zonal Manager
L2,Ms.,2001/01/01,Female,Single,2020/04/30,TERMINATED,AUTOTERMINATED,2020/10/15,Kandy,LA01001,AG104134,AG108196,ZONE115,RA222,Advisor
L6,Mr.,1977/07/01,Male,,2020/06/24,INFORCED,ACTIVE,,Karandeniya,LA01002,AG102441,AG101697,ZONE111,RA223,Regional Manager
L2,Mr.,1967/03/01,Male,Married,2020/06/28,TERMINATED,RESIGNED UNAPPROVED,2020/09/15,Thihagoda,LA01002,AG103866,AG107492,ZONE111,RA217,Advisor
L2,Mr.,1978/04/01,Male,Married,2020/06/30,TERMINATED,RESIGNED UNAPPROVED,2020/11/23,Ampara,LA01002,AG100716,AG106421,ZONE105,RA236,Advisor
L2,Mrs.,1986/05/01,Female,,2020/08/31,TERMINATED,RESIGNED APPROVED,2021/02/12,Gampaha,LA01001,AG106590,AG103406,ZONE106,RA229,Advisor
L3,Mr.,1994/10/01,Male,Single,2020/08/31,INFORCED,ACTIVE,,Kandy,LA01001,AG104850,AG106362,ZONE115,RA222,Team Leader
L2,Mrs.,1995/03/01,Female,Married,2020/09/10,INFORCED,ACTIVE,,Galgamuwa,LA01001,AG106262,AG102700,ZONE103,RA218,Advisor
L2,Ms.,1997/01/01,Female,Single,2020/09/23,TERMINATED,AUTOTERMINATED,2021/02/22,Ja-Ela,LA01001,AG102272,AG104144,ZONE106,RA224,Advisor
L2,Mr.,1979/10/01,Male,Married,2020/10/14,INFORCED,ACTIVE,,Negombo,LA01001,AG103298,AG109036,ZONE106,RA203,Advisor
L2,Mr.,1965/11/01,Male,Married,2020/10/16,INFORCED,ACTIVE,,Hatton,LA01001,AG102087,AG105586,ZONE115,RA255,Advisor
L2,Mr.,1998/03/01,Male,Single,2020/10/30,TERMINATED,RESIGNED UNAPPROVED,2021/03/17,Tangalla,LA01002,AG109018,AG100729,ZONE111,RA266,Advisor
L2,Mr.,1983/07/01,Male,Married,2020/11/28,TERMINATED,RESIGNED UNAPPROVED,2021/03/23,Bandaragama,LA01002,AG105552,AG101697,ZONE109,RA249,Advisor
L2,Ms.,2000/10/01,Female,Single,2020/11/30,INFORCED,ACTIVE,,Kamburugamuwa,LA01002,AG105293,AG103345,ZONE111,RA217,Advisor
L2,Mr.,1993/05/01,Male,Single,2021/01/27,INFORCED,ACTIVE,,Kandy,LA01001,AG103171,AG105054,ZONE115,RA221,Advisor
L2,Mrs.,1994/08/01,Female,Married,2021/03/19,INFORCED,ACTIVE,,Wattala,LA01001,AG102657,AG107717,ZONE104,RA243,Advisor
L1,,,,,2001/12/14,TERMINATED,TERMINATED BY SFA,2020/08/20,Colombo 03,LA01003,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L2,Ms.,1992/12/01,Female,,2018/07/11,TERMINATED,RESIGNED APPROVED,2018/09/30,Colombo 03,LB01001,,,,,Advisor
L2,Ms.,1999/09/01,Female,Single,2019/09/03,TERMINATED,RESIGNED APPROVED,2020/10/08,Ja-Ela,LB01001,,,,,Advisor
L2,Ms.,1994/08/01,Female,Single,2020/02/24,TERMINATED,RESIGNED APPROVED,2020/08/30,Bibile,LB01001,,,,,Advisor
L1,,,,,2019/09/19,INFORCED,ACTIVE,,Clombo 03,LD01001,,,,,
L1,Mrs.,1968/09/01,Female,,2014/11/18,INFORCED,ACTIVE,,Akkarayankulam,LA01004,,,,,
L1,Mr.,1987/04/01,Male,,2017/09/28,INFORCED,ACTIVE,,Ganemulla,LA01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1982/05/01,Male,,2020/11/17,INFORCED,ACTIVE,,Hingurakgoda,LA01002,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/23,MATARA,LA01002,,,,,
L1,Mrs.,,,,2020/11/23,INFORCED,ACTIVE,,JAFFNA,LA01004,,,,,
L1,Ms.,,,,2020/11/27,INFORCED,ACTIVE,,MATARA,LA01002,,,,,
L1,Ms.,,,,2020/11/28,TERMINATED,AUTOTERMINATED,2021/01/12,Galenbidunuwewa,LA01006,,,,,
L2,Mr.,1993/08/01,Male,Single,2018/11/26,TERMINATED,RESIGNED APPROVED,2019/04/15,Kandy,LB02001,,,,,Advisor
L2,Ms.,1992/12/01,Female,,2016/07/21,TERMINATED,RESIGNED APPROVED,2019/04/30,Jambugahapitiya,LB03001,,,,,Advisor
L8,Mr.,,Male,,,INFORCED,,,,LA01001,,,,,Cluster Manager
L11,,,Male,,,INFORCED,,,,,,,,,National Manager
L7,Miss.,,Female,,,INFORCED,,,,LA01002,,,,,Zonal Manager
L2,Mr.,1972/08/01,Male,,2013/01/23,INFORCED,ACTIVE,,Malagane,LA01001,AG108258,AG100150,ZONE103,RA202,Advisor
L2,Mr.,1973/02/01,Male,,2014/04/24,TERMINATED,AUTOTERMINATED,2019/07/25,Batticaloa,LA01004,AG105240,AG103249,ZONE107,RA231,Advisor
L2,Mrs.,1979/12/01,Female,,2016/07/27,INFORCED,ACTIVE,,Mahatalakolawewa,LA01006,AG106008,AG102471,ZONE102,RA214,Advisor
L2,Mr.,1983/09/01,Male,,2012/11/22,INFORCED,ACTIVE,,Akkarayankulam,LA01004,AG106669,AG101363,ZONE101,RA250,Advisor
L2,Mr.,1967/06/01,Male,,2017/06/07,TERMINATED,AUTOTERMINATED,2019/03/31,Akkarayankulam,LA01004,AG100446,AG106669,ZONE101,RA250,Advisor
L3,Mr.,1982/11/01,Male,,2018/01/05,INFORCED,ACTIVE,,Colombo 03,LA01004,AG108071,AG107702,ZONE101,RA251,Team Leader
L2,Mr.,1986/06/01,Male,,2018/06/08,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG107757,AG108513,ZONE103,RA219,Advisor
L2,Mrs.,1965/09/01,Female,,2018/06/08,INFORCED,ACTIVE,,Colombo 03,LA01002,AG103519,AG101808,ZONE109,RA285,Advisor
L2,Mr.,1980/12/01,Male,Married,2018/09/06,TERMINATED,RESIGNED UNAPPROVED,2018/11/23,Ruwanwella,LA01001,AG108231,AG101697,ZONE103,RA267,Advisor
L2,Mr.,1996/04/01,Male,Single,2018/09/26,TERMINATED,AUTOTERMINATED,2019/07/19,Sewanagala,LA01005,AG104714,AG103637,ZONE100,RA252,Advisor
L2,Mr.,1983/04/01,Male,Married,2019/02/21,TERMINATED,AUTOTERMINATED,2019/07/19,Elpitiya,LA01002,AG106983,AG102453,ZONE109,RA227,Advisor
L2,Mr.,1988/02/01,Male,Single,2019/06/28,TERMINATED,RESIGNED UNAPPROVED,2020/04/28,Alvai,LA01004,AG105853,AG107242,ZONE101,RA206,Advisor
L2,Mr.,1994/09/01,Male,Single,2019/07/17,TERMINATED,RESIGNED UNAPPROVED,2020/02/27,Homagama,LA01002,AG106746,AG102495,ZONE114,RA247,Advisor
L2,Mr.,1973/09/01,Male,,2019/08/30,TERMINATED,TERMINATED BY SFA,2019/10/03,Negombo,LA01001,AG104846,AG105492,ZONE104,RA264,Advisor
L2,Mrs.,1989/08/01,Female,Married,2019/09/27,TERMINATED,RESIGNED UNAPPROVED,2020/01/14,Gampaha,LA01001,AG107904,AG107298,ZONE106,RA286,Advisor
L2,Mr.,1999/03/01,Male,,2019/10/08,TERMINATED,RESIGNED UNAPPROVED,2020/03/10,Anamaduwa,LA01002,AG100062,AG100065,ZONE113,RA210,Advisor
L3,Mr.,1982/08/01,Male,Married,2019/10/15,TERMINATED,RESIGNED UNAPPROVED,2019/12/18,Kalmunai,LA01004,AG104431,AG101614,ZONE107,RA242,Team Leader
